Sync Time,Interval Name,Gaze Target,Target Code,Index
17:44.000,Red_1_8,RedNbook,23,8
17:48.500,Red_1_8,Blue,30,8
17:49.300,Red_1_8,RedNbook,23,8
17:53.800,Red_1_8,Blue,30,8
17:54.300,Red_1_8,Computer,1,8
17:54.800,Red_1_8,Blue,30,8
17:57.200,Red_1_8,Computer,1,8
17:57.700,Red_1_8,Blue,30,8
17:58.900,Red_1_8,RedNbook,23,8
18:00.700,Red_1_8,Blue,30,8
18:01.200,Red_1_8,RedNbook,23,8
18:18.700,Red_1_8,Test,2,8
18:19.900,Red_1_8,RedNbook,23,8
18:22.700,Red_1_8,Distracted,19,8
18:26.400,Red_1_8,RedNbook,23,8
18:27.600,Red_1_8,Computer,1,8
18:29.000,Red_1_8,Blue,30,8
18:32.600,Red_1_8,Blue,30,8
20:39.700,Red_1_9,Blue,30,9
20:40.100,Red_1_9,BlueCalc,6,9
20:41.600,Red_1_9,Test,2,9
20:43.500,Red_1_9,RedNbook,23,9
20:44.400,Red_1_9,Test,2,9
20:45.200,Red_1_9,Blue,30,9
20:49.200,Red_1_9,Test,2,9
20:53.700,Red_1_9,Blue,30,9
20:56.700,Red_1_9,Test,2,9
20:57.200,Red_1_9,Indetermined,92,9
20:58.500,Red_1_9,Blue,30,9
20:59.500,Red_1_9,Test,2,9
21:00.500,Red_1_9,OrangeCalc,8,9
21:02.400,Red_1_9,BlueCalc,6,9
21:03.100,Red_1_9,Blue,30,9
21:04.600,Red_1_9,Test,2,9
21:05.600,Red_1_9,Blue,30,9
21:07.400,Red_1_9,Test,2,9
21:08.000,Red_1_9,Blue,30,9
21:10.200,Red_1_9,BlueNbook,7,9
21:10.800,Red_1_9,Test,2,9
21:12.000,Red_1_9,Blue,30,9
21:13.200,Red_1_9,OrangeCalc,8,9
21:20.200,Red_1_9,BlueNbook,7,9
21:20.400,Red_1_9,Blue,30,9
21:22.300,Red_1_9,Test,2,9
21:24.000,Red_1_9,Orange,32,9
21:24.400,Red_1_9,Blue,30,9
21:25.200,Red_1_9,Orange,32,9
21:26.100,Red_1_9,Test,2,9
21:39.100,Red_1_9,OrangeCalc,8,9
21:39.700,Red_1_9,OrangeCalc,8,9
21:55.100,Red_1_10,Test,2,10
21:57.000,Red_1_10,Orange,32,10
21:57.200,Red_1_10,Test,2,10
21:58.900,Red_1_10,OrangeCalc,8,10
22:02.600,Red_1_10,BlueNbook,7,10
22:08.400,Red_1_10,Blue,30,10
22:08.600,Red_1_10,Orange,32,10
22:09.100,Red_1_10,Test,2,10
22:11.400,Red_1_10,OrangeCalc,8,10
22:12.700,Red_1_10,OrangeNbook,9,10
22:12.900,Red_1_10,OrangeCalc,8,10
22:13.900,Red_1_10,OrangeNbook,9,10
22:14.900,Red_1_10,OrangeCalc,8,10
22:15.400,Red_1_10,Test,2,10
22:16.600,Red_1_10,Blue,30,10
22:17.700,Red_1_10,OrangeCalc,8,10
22:18.400,Red_1_10,Orange,32,10
22:19.100,Red_1_10,Blue,30,10
22:19.900,Red_1_10,BlueNbook,7,10
22:22.600,Red_1_10,Computer,1,10
22:23.600,Red_1_10,OrangeNbook,9,10
22:24.200,Red_1_10,Blue,30,10
22:25.600,Red_1_10,BlueCalc,6,10
22:25.800,Red_1_10,Distracted,19,10
22:26.400,Red_1_10,Computer,1,10
22:26.900,Red_1_10,Test,2,10
22:28.600,Red_1_10,Blue,30,10
22:31.900,Red_1_10,Computer,1,10
22:34.100,Red_1_10,OrangeNbook,9,10
22:34.900,Red_1_10,Test,2,10
22:35.900,Red_1_10,Another team,13,10
22:38.200,Red_1_10,Distracted,19,10
22:39.000,Red_1_10,OrangeCell,14,10
22:39.200,Red_1_10,Distracted,19,10
22:52.600,Red_1_10,OrangeCell,14,10
22:53.100,Red_1_10,Computer,1,10
22:53.400,Red_1_10,BlueNbook,7,10
22:53.600,Red_1_10,Computer,1,10
22:54.400,Red_1_10,OrangeNbook,9,10
22:54.600,Red_1_10,BlueNbook,7,10
22:55.100,Red_1_10,BlueNbook,7,10
22:55.100,Red_1_11,BlueNbook,7,11
22:55.400,Red_1_11,Orange,32,11
22:57.100,Red_1_11,Blue,30,11
22:58.000,Red_1_11,Orange,32,11
22:59.100,Red_1_11,Blue,30,11
22:59.900,Red_1_11,Computer,1,11
23:00.100,Red_1_11,OrangeNbook,9,11
23:00.600,Red_1_11,Test,2,11
23:01.600,Red_1_11,OrangeNbook,9,11
23:02.600,Red_1_11,Computer,1,11
23:14.400,Red_1_11,Another team,13,11
23:18.600,Red_1_11,Computer,1,11
23:21.200,Red_1_11,BlueNbook,7,11
23:21.900,Red_1_11,Computer,1,11
23:24.400,Red_1_11,OrangeNbook,9,11
23:24.900,Red_1_11,Computer,1,11
23:26.700,Red_1_11,Test,2,11
23:28.100,Red_1_11,Indetermined,92,11
23:29.100,Red_1_11,RedNbook,23,11
23:30.100,Red_1_11,Computer,1,11
23:43.000,Red_1_11,Test,2,11
23:43.500,Red_1_11,Computer,1,11
23:55.100,Red_1_11,Computer,1,11
25:31.000,Red_1_12,Computer,1,12
25:39.200,Red_1_12,Test,2,12
25:40.200,Red_1_12,Computer,1,12
25:41.200,Red_1_12,Test,2,12
25:42.200,Red_1_12,Computer,1,12
25:50.400,Red_1_12,BlueCalc,6,12
25:50.900,Red_1_12,Computer,1,12
25:51.200,Red_1_12,BlueCalc,6,12
25:55.400,Red_1_12,Computer,1,12
26:04.200,Red_1_12,Distracted,19,12
26:06.400,Red_1_12,Orange,32,12
26:07.000,Red_1_12,BlueCalc,6,12
26:07.200,Red_1_12,Computer,1,12
26:07.900,Red_1_12,Blue,30,12
26:08.900,Red_1_12,BlueCalc,6,12
26:09.400,Red_1_12,Blue,30,12
26:09.700,Red_1_12,BlueCalc,6,12
26:12.100,Red_1_12,Computer,1,12
26:17.400,Red_1_12,Test,2,12
26:21.900,Red_1_12,Orange,32,12
26:22.600,Red_1_12,Test,2,12
26:24.100,Red_1_12,Computer,1,12
26:24.600,Red_1_12,Test,2,12
26:26.100,Red_1_12,Orange,32,12
26:28.400,Red_1_12,Computer,1,12
26:29.600,Red_1_12,Test,2,12
26:31.000,Red_1_12,Test,2,12
27:10.100,Red_1_13,Test,2,13
27:10.200,Red_1_13,Computer,1,13
27:11.200,Red_1_13,Orange,32,13
27:12.200,Red_1_13,BlueCalc,6,13
27:12.700,Red_1_13,Blue,30,13
27:12.900,Red_1_13,Computer,1,13
27:32.200,Red_1_13,Test,2,13
27:36.700,Red_1_13,Another team,13,13
27:37.700,Red_1_13,Test,2,13
27:42.300,Red_1_13,Computer,1,13
27:43.800,Red_1_13,Blue,30,13
27:44.300,Red_1_13,Test,2,13
27:46.100,Red_1_13,Computer,1,13
27:53.800,Red_1_13,Test,2,13
28:00.700,Red_1_13,Computer,1,13
28:05.900,Red_1_13,Test,2,13
28:06.300,Red_1_13,OrangeCalc,8,13
28:06.600,Red_1_13,Test,2,13
28:07.800,Red_1_13,Computer,1,13
28:09.100,Red_1_13,Distracted,19,13
28:10.100,Red_1_13,Distracted,19,13
