"","time","Target.x","Target.y","Target.z"
"1113",2805,1,1,1
"1114",2806,1,1,1
"1115",2807,1,1,1
"1116",2808,1,1,1
"1117",2809,1,1,1
"1118",2810,1,1,1
"1119",2811,1,1,1
"1120",2812,1,1,1
"1121",2813,1,1,1
"1122",2814,1,1,1
"1123",2815,1,1,1
"1124",2816,1,1,1
"1125",2817,1,1,1
"1126",2818,1,1,1
"1127",2819,1,1,1
"1128",2820,1,1,1
"1129",2821,1,1,1
"1130",2822,1,1,1
"1131",2823,1,1,1
"1132",2824,1,1,1
"1133",2825,1,1,1
"1134",2826,1,1,1
"1135",2827,1,1,1
"1136",2828,1,1,1
"1137",2829,1,1,1
"1138",2830,1,1,1
"1139",2831,1,1,1
"1140",2832,1,1,1
"1141",2833,1,1,1
"1142",2834,1,1,1
"1143",2835,1,1,1
"1144",2836,1,1,1
"1145",2837,1,1,1
"1146",2838,1,1,1
