,time,Target.x,Target.y,Target.z
675,17319,8,8,8
676,17320,8,8,8
677,17321,8,1,8
678,17322,8,1,8
679,17323,8,1,8
680,17324,8,1,8
681,17325,8,1,8
682,17326,8,1,8
683,17327,8,1,8
684,17328,8,1,8
685,17329,8,1,8
686,17330,8,1,8
687,17331,8,1,8
688,17332,8,1,8
689,17333,8,1,8
690,17334,8,1,8
691,17335,8,1,8
692,17336,8,1,8
693,17337,8,1,8
694,17338,8,1,8
695,17339,8,1,8
696,17340,8,1,8
697,17341,8,1,8
698,17342,3,1,8
699,17343,3,1,8
700,17344,3,1,8
701,17345,3,1,8
702,17346,3,1,8
703,17347,8,1,8
704,17348,8,1,8
705,17349,8,1,8
706,17350,8,1,8
707,17351,8,1,8
708,17352,8,1,8
709,17353,8,1,8
710,17354,8,1,2
711,17355,8,1,2
712,17356,8,1,2
713,17357,8,1,2
714,17358,8,18,2
715,17359,2,18,2
716,17360,2,18,2
717,17361,2,18,2
718,17362,2,18,2
719,17363,2,18,2
720,17364,2,18,2
721,17365,2,18,2
722,17366,2,18,2
723,17367,2,18,2
724,17368,2,18,2
725,17369,2,1,2
726,17370,2,1,2
727,17371,2,1,2
728,17372,1,1,2
729,17373,1,1,2
730,17374,1,1,2
731,17375,1,1,2
732,17376,1,8,3
733,17377,1,8,3
734,17378,1,8,3
735,17379,2,8,8
736,17380,2,8,8
737,17381,2,8,8
738,17382,2,8,8
739,17383,2,8,8
740,17384,2,8,8
741,17385,2,8,8
742,17386,2,8,8
743,17387,2,8,8
744,17388,2,8,8
745,17389,2,8,8
746,17390,2,8,8
747,17391,2,8,8
748,17392,2,8,8
749,17393,2,8,8
750,17394,2,8,8
751,17395,2,8,8
752,17396,2,8,1
753,17397,2,8,1
754,17398,2,8,1
755,17399,2,8,1
756,17400,2,8,1
757,17401,2,8,1
758,17402,2,8,1
759,17403,2,8,8
760,17404,2,8,8
761,17405,2,8,8
762,17406,2,8,8
763,17407,1,8,8
764,17408,1,8,8
765,17409,1,8,8
766,17410,1,8,8
767,17411,1,8,8
768,17412,1,8,8
769,17413,1,8,8
770,17414,1,8,8
771,17415,1,8,8
772,17416,7,8,8
773,17417,7,8,8
774,17418,7,8,8
775,17419,7,8,2
776,17420,7,8,2
777,17421,7,8,2
778,17422,7,8,2
779,17423,7,8,2
780,17424,7,8,2
781,17425,7,8,2
782,17426,7,8,1
783,17427,7,8,1
784,17428,7,8,1
785,17429,7,8,1
786,17430,7,8,1
787,17431,7,8,1
788,17432,7,8,1
789,17433,7,8,1
790,17434,7,8,1
791,17435,7,8,1
792,17436,7,8,2
793,17437,7,8,2
794,17438,7,8,2
795,17439,7,8,2
796,17440,7,8,2
797,17441,7,8,8
798,17442,7,8,8
799,17443,7,8,8
800,17444,7,8,8
801,17445,7,8,8
802,17446,7,8,8
803,17447,7,8,8
804,17448,7,8,8
805,17449,7,8,8
806,17450,7,8,8
807,17451,7,8,8
808,17452,8,8,8
809,17453,8,2,8
810,17454,8,2,8
811,17455,8,2,8
812,17456,8,2,8
813,17457,8,2,8
814,17458,8,2,8
815,17459,8,2,8
816,17460,2,2,8
817,17461,2,2,8
818,17462,2,2,8
819,17463,2,2,8
820,17464,2,2,8
821,17465,2,2,8
822,17466,2,2,2
823,17467,2,2,2
824,17468,2,2,2
825,17469,2,2,2
826,17470,2,2,2
827,17471,2,13,2
828,17472,2,13,2
829,17473,2,13,2
830,17474,2,13,2
831,17475,2,13,2
832,17476,2,13,2
833,17477,8,13,2
834,17478,8,13,3
835,17479,8,13,3
836,17480,8,13,3
837,17481,8,13,3
838,17482,8,13,3
839,17483,8,3,3
840,17484,8,3,3
841,17485,8,3,3
842,17486,8,3,3
843,17487,2,3,3
844,17488,2,3,3
845,17489,2,3,3
846,17490,2,3,3
847,17491,2,3,3
848,17492,2,3,3
849,17493,2,3,3
850,17494,1,3,3
851,17495,1,3,3
852,17496,1,3,3
853,17497,1,3,3
854,17498,1,3,3
855,17499,1,3,3
856,17500,1,3,3
857,17501,1,3,3
858,17502,1,3,3
859,17503,1,3,3
860,17504,1,3,3
861,17505,1,3,3
862,17506,1,3,3
863,17507,1,3,3
864,17508,1,3,3
865,17509,1,3,3
866,17510,1,3,3
867,17511,1,3,3
868,17512,1,3,3
869,17513,1,3,3
870,17514,2,3,3
871,17515,2,3,3
872,17516,2,3,3
873,17517,2,3,3
874,17518,2,3,3
875,17519,2,3,3
876,17520,2,3,3
877,17521,2,3,3
878,17522,2,3,3
879,17523,2,3,3
880,17524,2,3,3
881,17525,2,3,1
882,17526,2,3,1
883,17527,2,3,1
884,17528,2,3,1
885,17529,2,3,1
886,17530,2,3,1
887,17531,2,3,1
888,17532,2,3,1
889,17533,2,3,1
890,17534,2,3,1
891,17535,2,3,1
892,17536,2,3,1
893,17537,2,3,1
894,17538,2,3,1
895,17539,2,3,1
896,17540,2,3,1
897,17541,2,3,1
898,17542,2,3,19
899,17543,2,3,19
900,17544,2,3,19
901,17545,2,3,19
902,17546,2,3,19
903,17547,2,3,3
904,17548,2,3,3
905,17549,2,1,3
906,17550,2,1,2
907,17551,2,1,2
908,17552,2,1,2
909,17553,2,1,2
910,17554,2,1,2
911,17555,2,1,2
912,17556,2,1,2
913,17557,2,1,19
914,17558,2,1,19
915,17559,2,1,19
916,17560,2,1,19
917,17561,2,1,19
918,17562,2,1,19
919,17563,2,1,19
920,17564,2,1,19
921,17565,2,1,19
922,17566,2,1,19
923,17567,2,1,19
924,17568,2,1,19
925,17569,2,1,19
926,17570,2,1,19
927,17571,2,1,19
928,17572,2,1,19
929,17573,2,1,19
930,17574,2,1,19
931,17575,2,1,19
932,17576,2,1,19
933,17577,2,1,19
934,17578,2,1,19
935,17579,2,1,19
936,17580,2,1,19
937,17581,2,1,19
938,17582,2,1,19
939,17583,2,1,19
940,17584,2,1,19
941,17585,2,1,19
942,17586,2,1,19
943,17587,2,1,19
944,17588,2,1,19
945,17589,2,1,19
946,17590,2,1,19
947,17591,2,1,19
948,17592,2,1,19
949,17593,2,1,19
950,17594,2,1,19
951,17595,2,1,19
952,17596,2,1,19
953,17597,2,1,19
954,17598,2,1,19
955,17599,2,1,19
956,17600,2,1,19
957,17601,2,1,19
958,17602,2,1,19
959,17603,2,1,19
960,17604,2,1,19
961,17605,2,1,19
962,17606,2,1,2
963,17607,2,1,2
964,17608,2,1,2
965,17609,1,1,2
966,17610,1,1,2
967,17611,1,1,2
968,17612,1,1,2
969,17613,1,1,2
970,17614,1,1,2
971,17615,1,1,2
972,17616,1,1,1
973,17617,1,1,1
974,17618,1,1,1
975,17619,1,1,1
976,17620,1,1,1
977,17621,1,1,19
978,17622,1,1,19
979,17623,1,1,1
980,17624,1,1,1
981,17625,1,1,1
982,17626,1,1,1
983,17627,1,1,1
984,17628,1,1,1
985,17629,1,1,1
986,17630,1,1,1
987,17631,1,1,1
988,17632,1,1,1
989,17633,1,1,1
990,17634,1,1,1
991,17635,1,1,1
992,17636,1,1,1
993,17637,1,1,1
994,17638,1,1,7
995,17639,1,1,7
996,17640,1,1,7
997,17641,1,1,7
998,17642,1,1,7
999,17643,1,1,9
1000,17644,2,1,9
1001,17645,2,1,9
1002,17646,2,1,9
1003,17647,2,1,9
1004,17648,2,1,9
1005,17649,2,1,9
1006,17650,2,1,9
1007,17651,2,1,9
1008,17652,2,1,9
1009,17653,2,1,9
1010,17654,2,1,9
1011,17655,2,1,9
1012,17656,2,1,9
1013,17657,2,1,9
1014,17658,2,1,9
1015,17659,2,1,9
1016,17660,2,1,9
1017,17661,2,1,9
1018,17662,2,1,9
1019,17663,2,1,9
1020,17664,2,1,9
1021,17665,2,1,9
1022,17666,2,1,9
1023,17667,2,1,9
1024,17668,2,1,9
1025,17669,2,1,9
1026,17670,2,1,9
1027,17671,2,1,9
1028,17672,2,1,9
1029,17673,2,1,9
1030,17674,2,1,9
1031,17675,2,1,9
1032,17676,2,1,9
1033,17677,2,1,9
1034,17678,2,1,9
1035,17679,2,1,9
1036,17680,2,1,9
1037,17681,2,1,9
1038,17682,2,1,9
1039,17683,2,1,9
1040,17684,2,1,9
1041,17685,2,1,9
1042,17686,2,1,9
1043,17687,2,1,9
1044,17688,2,1,9
1045,17689,2,1,9
1046,17690,2,1,9
1047,17691,2,1,9
1048,17692,2,1,9
1049,17693,2,1,9
1050,17694,2,1,9
1051,17695,2,1,9
1052,17696,2,1,9
1053,17697,2,1,9
1054,17698,2,1,9
1055,17699,1,1,9
1056,17700,1,1,9
1057,17701,1,1,9
1058,17702,1,1,9
1059,17703,1,1,19
1060,17704,1,1,19
1061,17705,1,1,19
1062,17706,1,1,1
1063,17707,1,1,1
1064,17708,1,1,1
1065,17709,2,1,1
1066,17710,2,1,1
1067,17711,2,1,1
1068,17712,2,1,1
1069,17713,2,1,1
1070,17714,2,1,1
1071,17715,2,1,1
1072,17716,2,1,3
1073,17717,2,1,3
1074,17718,2,1,3
1075,17719,2,1,3
1076,17720,2,1,3
1077,17721,2,1,3
1078,17722,2,1,3
1079,17723,2,1,2
1080,17724,2,1,2
1081,17725,2,1,2
1082,17726,2,1,2
1083,17727,2,1,2
1084,17728,2,1,2
1085,17729,2,1,2
1086,17730,2,1,2
1087,17731,2,1,19
1088,17732,2,1,19
1089,17733,2,1,19
1090,17734,2,1,19
1091,17735,2,1,19
1092,17736,2,1,19
1093,17737,2,1,19
1094,17738,2,1,19
1095,17739,2,1,19
1096,17740,2,1,19
1097,17741,2,1,2
1098,17742,2,1,2
1099,17743,2,1,2
1100,17744,2,1,2
1101,17745,2,1,2
1102,17746,2,1,2
1103,17747,2,1,2
1104,17748,2,1,2
1105,17749,2,1,2
1106,17750,2,1,2
1107,17751,2,1,2
1108,17752,2,1,2
1109,17753,2,1,2
1110,17754,2,1,2
1111,17755,2,1,2
1112,17756,2,1,2
1113,17757,2,1,2
1114,17758,2,1,2
1115,17759,2,1,2
1116,17760,2,1,2
1117,17761,2,1,3
1118,17762,2,1,3
1119,17763,2,3,3
1120,17764,2,3,3
1121,17765,2,3,3
1122,17766,2,3,3
1123,17767,2,3,3
1124,17768,2,3,3
1125,17769,2,3,3
1126,17770,2,3,3
1127,17771,2,3,3
1128,17772,2,3,3
1129,17773,2,3,3
1130,17774,2,3,3
1131,17775,2,3,3
1132,17776,2,3,3
1133,17777,2,3,3
1134,17778,2,3,3
1135,17779,2,3,3
1136,17780,2,3,3
1137,17781,2,3,3
1138,17782,2,3,3
1139,17783,2,3,3
1140,17784,1,3,3
1141,17785,10,3,3
1142,17786,10,3,3
1143,17787,10,3,3
1144,17788,10,3,3
1145,17789,10,3,3
1146,17790,10,3,3
1147,17791,10,3,3
1148,17792,10,3,3
1149,17793,3,3,3
1150,17794,3,3,3
1151,17795,3,3,3
1152,17796,3,3,3
1153,17797,3,3,3
1154,17798,3,3,2
1155,17799,3,3,2
1156,17800,3,3,2
1157,17801,3,3,2
1158,17802,3,3,2
1159,17803,3,3,2
1160,17804,3,3,2
1161,17805,3,3,2
1162,17806,3,3,3
1163,17807,3,3,3
1164,17808,3,3,3
1165,17809,3,3,3
1166,17810,3,3,3
1167,17811,3,3,3
1168,17812,3,3,3
1169,17813,3,3,3
1170,17814,3,3,3
1171,17815,3,3,3
1172,17816,2,3,3
1173,17817,2,3,3
1174,17818,2,3,3
1175,17819,2,3,3
1176,17820,2,3,3
1177,17821,2,3,3
1178,17822,2,3,3
1179,17823,2,3,3
1180,17824,2,3,3
1181,17825,2,3,3
1182,17826,2,3,1
1183,17827,2,3,1
1184,17828,2,3,1
1185,17829,2,3,2
1186,17830,2,3,2
1187,17831,2,3,2
1188,17832,2,3,2
1189,17833,2,3,2
1190,17834,2,3,2
1191,17835,2,3,2
1192,17836,2,3,2
1193,17837,2,3,2
1194,17838,2,3,2
1195,17839,2,3,2
1196,17840,2,3,2
1197,17841,2,3,2
1198,17842,2,3,2
1199,17843,2,3,2
1200,17844,2,3,2
1201,17845,2,3,2
1202,17846,2,3,2
1203,17847,2,3,2
1204,17848,2,3,2
1205,17849,2,3,1
1206,17850,2,3,1
1207,17851,2,3,1
1208,17852,2,3,1
1209,17853,2,3,1
1210,17854,2,3,1
1211,17855,2,3,1
1212,17856,2,3,1
1213,17857,2,3,1
1214,17858,2,3,1
1215,17859,2,3,1
1216,17860,2,3,1
1217,17861,2,3,1
1218,17862,2,3,1
1219,17863,2,3,1
1220,17864,2,3,1
1221,17865,2,3,1
1222,17866,2,3,1
1223,17867,2,3,3
1224,17868,2,1,3
1225,17869,2,1,3
1226,17870,2,1,3
1227,17871,2,1,3
1228,17872,2,1,3
1229,17873,2,1,1
1230,17874,2,1,1
1231,17875,2,1,1
1232,17876,2,1,1
1233,17877,2,1,1
1234,17878,2,1,1
1235,17879,2,1,1
1236,17880,2,1,2
1237,17881,2,1,2
1238,17882,2,1,2
1239,17883,2,1,2
1240,17884,2,1,2
1241,17885,2,1,2
1242,17886,2,1,2
1243,17887,2,1,2
